plot_no,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
7953,House,7000000,Al Rehman Garden,Hyderabad,6,For Sale,6,5
7954,House,13500000,Tajpura,Hyderabad,5,For Sale,6,26
7956,House,41500000,DHA Defence,Hyderabad,6,For Sale,5,20
7960,House,6500000,Bedian Road,Hyderabad,3,For Sale,3,3
7962,House,10000000,Cantt,Hyderabad,5,For Sale,5,5
7963,House,31600000,DHA Defence,Hyderabad,5,For Sale,4,10
7964,House,9000000,Jallo,Hyderabad,2,For Sale,2,20
7965,House,19500000,State Life Housing Society,Hyderabad,5,For Sale,4,10
7966,House,14500000,Military Accounts Housing Society,Hyderabad,7,For Sale,5,8
7967,House,13000000,Canal Garden,Hyderabad,3,For Sale,3,10
7969,House,6000000,Gulberg,Hyderabad,2,For Sale,2,3
7970,House,25000000,Gulberg,Hyderabad,5,For Sale,4,14
7971,House,23500000,Johar Town,Hyderabad,6,For Sale,5,12
7972,House,15000000,Punjab Coop Housing Society,Hyderabad,4,For Sale,4,10
7973,House,19500000,DHA Defence,Hyderabad,4,For Sale,3,5
7974,House,32000000,DHA Defence,Hyderabad,5,For Sale,4,10
7979,House,25000000,Johar Town,Hyderabad,4,For Sale,5,12
7980,House,12200000,Johar Town,Hyderabad,4,For Sale,3,5
7983,House,23500000,Askari,Hyderabad,6,For Sale,5,10
7984,House,22000000,Askari,Hyderabad,5,For Sale,4,10
7985,House,26300000,Askari,Hyderabad,5,For Sale,4,12
7986,House,43500000,Askari,Hyderabad,6,For Sale,5,20
7988,House,12500000,Mozang,Hyderabad,1,For Sale,2,4.5
7989,House,13000000,Shalimar Town,Hyderabad,4,For Sale,5,13
7991,House,7900000,Allama Iqbal Town,Hyderabad,4,For Sale,4,3
7992,House,40000000,Bahria Town,Hyderabad,5,For Sale,5,20
7994,House,5500000,Nishtar Colony,Hyderabad,4,For Sale,3,3
7995,House,25000000,Askari,Hyderabad,4,For Sale,4,10
7996,House,28500000,Askari,Hyderabad,3,For Sale,3,12
7997,House,6000000,Shalimar Town,Hyderabad,4,For Sale,4,4
7999,House,21500000,State Life Housing Society,Hyderabad,6,For Sale,5,10
8001,Flat,4200000,North Mumbai,Mumbai,2,For Sale,2,4.1
8006,Upper Portion,11500000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,4,9.6
8008,Flat,23000,Bahria Town Mumbai,Mumbai,2,For Rent,2,4.4
8010,Flat,24500,Gulistan-e-Jauhar,Mumbai,2,For Rent,3,4.4
8012,House,180000,Jamshed Town,Mumbai,5,For Rent,5,24
8013,Lower Portion,60000,North Nazimabad,Mumbai,3,For Rent,4,17.2
8020,House,40000,Bahria Town Mumbai,Mumbai,3,For Rent,3,6
8021,House,325000,DHA Defence,Mumbai,6,For Rent,5,40
8023,House,42000,Bahria Town Mumbai,Mumbai,3,For Rent,3,8
8024,Lower Portion,20000,Gulshan-e-Iqbal Town,Mumbai,2,For Rent,2,4.8
8026,Flat,70000,DHA Defence,Mumbai,3,For Rent,0,7.1
8027,House,160000,Clifton,Mumbai,5,For Rent,4,12
8030,House,18000000,Bin Qasim Town,Mumbai,3,For Sale,4,9.6
8032,House,7300000,Cotton Export Cooperative Housing Society,Mumbai,3,For Sale,2,4.8
8034,House,8800000,Gadap Town,Mumbai,3,For Sale,2,4.8
8035,Flat,16300000,Clifton,Mumbai,3,For Sale,3,5.5
8037,House,4500000,Korangi,Mumbai,3,For Sale,6,3.2
8038,House,15500000,Scheme 33,Mumbai,4,For Sale,4,5.3
8039,Flat,11000000,Jamshed Town,Mumbai,2,For Sale,2,4.7
8040,House,39000000,Jinnah Avenue,Mumbai,6,For Sale,5,9.6
8043,Upper Portion,17500000,Kamran Chowrangi,Mumbai,3,For Sale,3,9.6
8046,House,39000000,DHA Defence,Mumbai,5,For Sale,5,4
8049,House,41000000,DHA Defence,Mumbai,4,For Sale,4,4
8050,House,34000000,Gulshan-e-Iqbal Town,Mumbai,6,For Sale,6,9.6
8052,Flat,16000000,DHA Defence,Mumbai,3,For Sale,4,4.2
8056,Flat,2700000,Gadap Town,Mumbai,2,For Sale,2,3.2
8057,Flat,7500000,North Nazimabad,Mumbai,2,For Sale,3,4.6
8060,Flat,30000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,7.8
8061,Flat,9000000,Gizri Road,Mumbai,4,For Sale,3,5.6
8063,House,12400000,Bahria Town Mumbai,Mumbai,3,For Sale,0,8
8065,Flat,2900000,Jinnah Avenue,Mumbai,2,For Sale,2,4
8067,Flat,5800000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
8068,House,17000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.6
8071,House,8200000,Peoples Colony,Mumbai,5,For Sale,4,4.8
8072,Flat,41000000,Clifton,Mumbai,5,For Sale,3,10.2
8079,House,22500000,North Mumbai,Mumbai,5,For Sale,4,4.8
8080,Lower Portion,23000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,9.6
8086,Flat,2660000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
8089,Flat,13500000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,7.6
8091,Flat,5100000,Azam Town,Mumbai,3,For Sale,2,4
8093,House,6500000,Malir,Mumbai,5,For Sale,6,3.2
8095,Flat,5300000,Nazimabad,Mumbai,1,For Sale,2,4.2
8097,Flat,10000000,Mehmoodabad,Mumbai,2,For Sale,2,4.2
8098,Flat,2600000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
8100,Flat,22000000,Bahria Town Mumbai,Mumbai,3,For Sale,4,8
8101,Flat,3500000,Gadap Town,Mumbai,2,For Sale,2,3.3
8102,Flat,2660000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
8103,House,38000000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,8
8104,Flat,12700000,Clifton,Mumbai,2,For Sale,2,5.6
8105,House,7250000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
8107,Flat,14700000,Bahria Town,Pune,4,For Sale,3,10.9
8109,Flat,14700000,Bahria Town,Pune,3,For Sale,3,10.9
8110,House,22000000,G-8,Pune,3,For Sale,3,6
8111,House,29000000,Ali Pur,Pune,6,For Sale,6,18
8115,House,15000000,H-13,Pune,4,For Sale,5,8
8116,Flat,11600000,Bahria Town,Pune,3,For Sale,3,8.6
8121,House,4800000,DHA Defence,Pune,3,For Sale,3,8
8122,House,16000000,Soan Garden,Pune,6,For Sale,6,10
8124,House,15000000,Bhara kahu,Pune,1,For Sale,3,30
8125,House,9000000,Bani Gala,Pune,4,For Sale,4,5
8126,House,16500000,G-11,Pune,3,For Sale,4,4
8127,House,23500000,G-13,Pune,5,For Sale,4,7
8128,House,14500000,Bahria Town,Pune,3,For Sale,3,5
8129,Flat,11000000,Bahria Town,Pune,3,For Sale,3,8.2
8131,Upper Portion,55000,I-8,Pune,3,For Rent,3,12
8132,Upper Portion,25000,I-9,Pune,2,For Rent,2,5
8134,House,70000,G-11,Pune,2,For Rent,3,4
8140,Lower Portion,40000,I-8,Pune,1,For Rent,3,12
8142,Upper Portion,56000,Tarnol,Pune,3,For Rent,3,24
8143,House,26000,CBR Town,Pune,2,For Rent,2,7
8144,House,83000,F-10,Pune,3,For Rent,4,20
8145,House,38000,FECHS,Pune,6,For Rent,4,7
8146,Lower Portion,16000,FECHS,Pune,2,For Rent,3,7
8154,House,22500000,Canal Road,Chandigarh,6,For Sale,5,10
8155,House,10000000,New Garden Town,Chandigarh,6,For Sale,6,10
8157,House,9000000,Millat Town,Chandigarh,3,For Sale,4,5
8158,House,4400000,Nisar Colony,Chandigarh,2,For Sale,2,3
8159,House,4000000,Daniyal Town,Chandigarh,4,For Sale,3,3
8160,House,8000000,Others,Chandigarh,2,For Sale,2,5
8161,House,2700000,Others,Chandigarh,1,For Sale,1,8
8162,House,10500000,Gobind Pura,Chandigarh,3,For Sale,4,5.2
8163,House,6000000,Al-Noor Colony,Delhi,3,For Sale,3,3
8164,House,8000000,Airport Housing Society,Delhi,4,For Sale,4,5
8165,House,23000000,Sadiqabad,Delhi,4,For Sale,4,10
8167,House,4200000,Misryal Road,Delhi,2,For Sale,2,5
8168,House,22000000,Saddar,Delhi,6,For Sale,6,10
8169,House,4500000,Adiala Road,Delhi,2,For Sale,2,5
8170,House,5600000,Sadiqabad,Delhi,3,For Sale,6,5
8171,House,18000000,Bostan Valley,Delhi,6,For Sale,6,10
8172,Flat,17500000,Askari 14,Delhi,3,For Sale,3,10
8173,House,17500000,Bahria Town Delhi,Delhi,6,For Sale,5,10
8174,House,14000000,Range Road,Delhi,6,For Sale,6,8
8175,House,6000000,Ranial,Delhi,5,For Sale,4,10
8176,House,30000000,Satellite Town,Delhi,3,For Sale,4,10
8178,House,8000000,Dhok Kashmirian,Delhi,5,For Sale,6,5
8179,House,15500000,Police Foundation Housing Scheme,Delhi,6,For Sale,5,10.1
8180,House,17500000,Bahria Town Delhi,Delhi,6,For Sale,6,10
8181,Flat,4700000,Bahria Town Delhi,Delhi,1,For Sale,1,3.1
8182,House,7200000,Adiala Road,Delhi,4,For Sale,4,5
8183,House,42500000,Bahria Town Delhi,Delhi,7,For Sale,6,20
8184,House,8000000,Airport Housing Society,Delhi,4,For Sale,4,5
8190,House,30000,New Lalazar,Delhi,2,For Rent,2,5
8191,Lower Portion,25000,Bahria Town Delhi,Delhi,2,For Rent,2,7
8192,House,45000,Dhok Kashmirian,Delhi,5,For Rent,6,5
8193,Lower Portion,22000,Dhok Kashmirian,Delhi,3,For Rent,3,5
8195,Upper Portion,18000,Afshan Colony,Delhi,2,For Rent,2,8
8196,House,50000,Askari 7,Delhi,3,For Rent,3,10
8197,Upper Portion,20000,Khurram Colony,Delhi,2,For Rent,2,5
8200,House,16500000,Gulberg,Hyderabad,5,For Sale,5,7
8201,House,21500000,Punjab Coop Housing Society,Hyderabad,5,For Sale,4,10
8202,House,21000000,Punjab Coop Housing Society,Hyderabad,4,For Sale,4,10
8204,House,10000000,New Super Town,Hyderabad,4,For Sale,3,4
8205,House,38500000,Gulfishan Colony,Hyderabad,5,For Sale,4,15
8206,House,11000000,LDA Avenue,Hyderabad,2,For Sale,2,6
8207,House,13500000,Ichhra,Hyderabad,3,For Sale,3,5
8208,House,18000000,Punjab Govt Employees Society,Hyderabad,5,For Sale,5,10
8209,House,4500000,Ghaziabad,Hyderabad,1,For Sale,3,5
8210,House,4800000,Baghbanpura,Hyderabad,3,For Sale,4,5
8211,House,23500000,Askari,Hyderabad,4,For Sale,3,10
8212,House,23500000,State Life Housing Society,Hyderabad,6,For Sale,5,10
8213,House,23000000,DHA Defence,Hyderabad,5,For Sale,4,10
8214,House,22800000,DHA Defence,Hyderabad,5,For Sale,4,10
8215,House,23000000,DHA Defence,Hyderabad,5,For Sale,4,10
8216,House,30500000,DHA Defence,Hyderabad,4,For Sale,3,10
8217,House,4000000,Rizwan Garden Scheme,Hyderabad,5,For Sale,3,3
8218,House,32000000,Bahria Town,Hyderabad,6,For Sale,6,20
8220,House,6000000,Tajpura,Hyderabad,3,For Sale,3,2.7
8222,House,24000000,Bahria Town,Hyderabad,6,For Sale,4,10
8224,House,25000000,Awan Town,Hyderabad,5,For Sale,4,20
8225,House,22500000,DHA Defence,Hyderabad,4,For Sale,3,7
8226,Flat,2550000,Abid Market,Hyderabad,1,For Sale,2,2.7
8227,Flat,15000000,Shadman 2,Hyderabad,5,For Sale,5,7
8228,House,9000000,Eden Villas,Hyderabad,5,For Sale,4,5
8229,House,8000000,Zaheer Villas,Hyderabad,4,For Sale,3,4
8230,House,15000000,Chohan Road,Hyderabad,4,For Sale,4,8
8231,House,4150000,Al Rehman Garden,Hyderabad,2,For Sale,2,3
8232,House,2450000,Saggian Wala Bypass Road,Hyderabad,2,For Sale,1,3
8233,House,7500000,Alfalah Town,Hyderabad,3,For Sale,3,3
8234,House,20000000,Al Faisal Town,Hyderabad,4,For Sale,4,7
8235,House,16500000,Taj Bagh Scheme,Hyderabad,3,For Sale,3,6
8236,House,18000000,Harbanspura,Hyderabad,4,For Sale,2,10
8239,House,26000000,Gul-e-Damin,Hyderabad,3,For Sale,3,20
8240,House,10000000,Defence Road,Hyderabad,5,For Sale,4,5
8241,House,30000000,Gulshan-e-Ravi,Hyderabad,7,For Sale,4,13
8242,House,9500000,Mateen Avenue,Hyderabad,3,For Sale,3,4
8243,House,19500000,PASSCO Housing Society,Hyderabad,5,For Sale,2,10
8244,House,35000000,Zaman Colony,Hyderabad,4,For Sale,3,20
8245,House,18500000,DHA Defence,Hyderabad,5,For Sale,4,7
8246,House,34000000,DHA Defence,Hyderabad,5,For Sale,4,10
8247,House,12000000,Bahria Town,Hyderabad,4,For Sale,3,5
8248,House,3500000,Kahna,Hyderabad,4,For Sale,4,3
8249,House,2500000,Sufiabad,Hyderabad,2,For Sale,2,1.5
8250,House,10500000,Ittifaq Town,Hyderabad,5,For Sale,5,5
8252,House,3500000,Tajpura,Hyderabad,2,For Sale,2,2.2
8254,Flat,5160000,Bahria Town,Hyderabad,1,For Sale,1,2.3
8255,House,2500000,Fateh Garh,Hyderabad,2,For Sale,2,1.5
8256,House,13000000,Al Faisal Town,Hyderabad,4,For Sale,4,10
8257,House,11000000,P & D Housing Society,Hyderabad,3,For Sale,3,8
8258,Farm House,20000000,Bahria Orchard,Hyderabad,3,For Sale,5,80
8260,House,38600000,Valencia Housing Society,Hyderabad,7,For Sale,5,20
8262,House,19000000,Architects Engineers Housing Society,Hyderabad,7,For Sale,5,10
8264,House,42000000,Sui Gas Housing Society,Hyderabad,6,For Sale,5,20
8266,House,22500000,DHA Defence,Hyderabad,4,For Sale,3,10
8267,House,5600000,Sheraz Town,Hyderabad,3,For Sale,3,3
8268,House,8650000,Allama Iqbal Town,Hyderabad,3,For Sale,3,3
8269,House,4000000,Sham Nagar,Hyderabad,2,For Sale,2,1.5
8271,House,38000000,DHA Defence,Hyderabad,5,For Sale,4,10
8272,House,5750000,Lake City,Hyderabad,4,For Sale,4,7
8273,House,7600000,DHA 11 Rahbar,Hyderabad,6,For Sale,5,10
8274,House,12500000,Model Town,Hyderabad,2,For Sale,2,6
8276,House,13000000,Sabzazar Scheme,Hyderabad,2,For Sale,2,5
8278,House,9500000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
8279,House,28000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,8
8281,House,4900000,Bahria Town Mumbai,Mumbai,3,For Sale,3,9.4
8282,House,8500000,Bahria Town Mumbai,Mumbai,3,For Sale,3,9.4
8283,House,7250000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
8284,House,4650000,Bahria Town Mumbai,Mumbai,3,For Sale,3,5
8285,Flat,2200000,Gadap Town,Mumbai,2,For Sale,2,2.4
8288,Lower Portion,80000,Jamshed Town,Mumbai,5,For Rent,5,16
8289,Flat,65000,DHA Defence,Mumbai,3,For Rent,4,4.4
8292,Lower Portion,28000,Gulshan-e-Iqbal Town,Mumbai,2,For Rent,3,4.8
8295,Lower Portion,35000,Gulistan-e-Jauhar,Mumbai,3,For Rent,3,9.6
8298,House,50000,Jamshed Town,Mumbai,2,For Rent,2,10
8300,Upper Portion,65000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,10
8301,Lower Portion,45000,Jamshed Town,Mumbai,2,For Rent,2,8.9
8302,Lower Portion,80000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,9.6
8303,Flat,22000,Gulshan-e-Iqbal Town,Mumbai,2,For Rent,3,3.8
8305,Flat,85000,DHA Defence,Mumbai,4,For Rent,4,8.2
8308,House,330000,DHA Defence,Mumbai,6,For Rent,6,20
8309,Flat,40000,Mehmoodabad,Mumbai,2,For Rent,2,4.2
8311,House,11000000,Gulistan-e-Jauhar,Mumbai,2,For Sale,3,2.4
8314,Flat,8000000,North Nazimabad,Mumbai,3,For Sale,3,7.1
8315,Flat,28000000,DHA Defence,Mumbai,3,For Sale,3,8
8317,Flat,7600000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,6
8322,Flat,4200000,Gulistan-e-Jauhar,Mumbai,2,For Sale,4,4.2
8325,House,18000000,Malir,Mumbai,5,For Sale,5,4.8
8328,House,41000000,Jamshed Town,Mumbai,3,For Sale,5,8
8330,Flat,1700000,Lyari Town,Mumbai,2,For Sale,3,3.6
8331,Flat,6250000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,6.2
8334,House,5600000,North Mumbai,Mumbai,2,For Sale,3,4
8335,House,4200000,Lyari Expressway,Mumbai,3,For Sale,3,3.2
8337,House,9500000,Bilal Town,Mumbai,3,For Sale,6,3.2
8338,Flat,17000000,DHA Defence,Mumbai,4,For Sale,4,8
8339,House,14000000,North Mumbai,Mumbai,5,For Sale,4,4.8
8340,Flat,17000000,DHA Defence,Mumbai,3,For Sale,3,7.9
8341,House,36500000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,16
8342,Flat,13000000,Cantt,Mumbai,2,For Sale,2,3.5
8343,Flat,5600000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.3
8348,Upper Portion,40000000,Jamshed Town,Mumbai,4,For Sale,4,16
8349,Flat,2650000,New Mumbai,Mumbai,2,For Sale,2,2.2
8353,House,25000000,P & T Colony,Mumbai,3,For Sale,5,16.4
8355,House,41500000,DHA Defence,Mumbai,4,For Sale,4,4.8
8358,Lower Portion,29000000,North Nazimabad,Mumbai,3,For Sale,3,20
8359,Flat,9500000,DHA Defence,Mumbai,2,For Sale,2,4
8360,Flat,2600000,Bin Qasim Town,Mumbai,3,For Sale,3,8
8361,Flat,7000000,Jamshed Road,Mumbai,2,For Sale,2,4
8362,House,20000000,Gadap Town,Mumbai,7,For Sale,6,8
8363,House,15000000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,3,8
8365,House,38000000,DHA Defence,Mumbai,4,For Sale,4,4
8366,House,23000000,Korangi,Mumbai,4,For Sale,4,15.4
8370,House,11100000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
8371,Flat,7500000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,4.4
8373,Flat,2800000,New Mumbai,Mumbai,2,For Sale,2,2.7
8374,Flat,10500000,Bahria Town,Pune,2,For Sale,2,7.4
8376,House,15000000,Korang Town,Pune,3,For Sale,3,10.7
8378,Flat,9200000,Bahria Town,Pune,2,For Sale,2,6.8
8380,Flat,8400000,Bahria Town,Pune,2,For Sale,2,6.8
8383,House,13500000,Pakistan Town,Pune,6,For Sale,6,10
8384,Flat,7400000,Bahria Town,Pune,2,For Sale,2,6
8386,Flat,7300000,Bahria Town,Pune,1,For Sale,1,5.9
8390,Flat,16000000,River Garden,Pune,4,For Sale,4,9.5
8393,Flat,6225000,Bahria Town,Pune,1,For Sale,1,6
8395,House,22000000,Bahria Town,Pune,4,For Sale,4,8
8397,House,3000000,H-13,Pune,2,For Sale,2,3
8398,House,6400000,H-13,Pune,4,For Sale,4,5
8399,House,8500000,Khanna Pul,Pune,6,For Sale,4,5
8401,House,3000000,Arsalan Town,Pune,3,For Sale,3,5.6
8402,Flat,8500000,H-12,Pune,3,For Sale,3,6.7
8404,Flat,6800000,DHA Defence,Pune,2,For Sale,2,6.3
8406,House,27500000,Bahria Town,Pune,6,For Sale,5,11
8407,House,5000000,D-13,Pune,4,For Sale,4,5
8408,House,32000000,E-11,Pune,6,For Sale,5,8
8411,House,3800000,Ghauri Town,Pune,3,For Sale,2,6
8412,House,9500000,Ghauri Town,Pune,4,For Sale,4,5
8413,House,32000000,Naval Anchorage,Pune,6,For Sale,5,20
8414,House,27500000,Bahria Town,Pune,5,For Sale,4,12
8415,Penthouse,16000000,F-10,Pune,3,For Sale,3,8.9
8416,Flat,9000000,G-11,Pune,2,For Sale,3,4.9
8417,Flat,28000,DHA Defence,Pune,4,For Rent,3,12.4
8418,Room,16000,F-11,Pune,3,For Rent,3,4
8419,Upper Portion,115000,DHA Defence,Pune,4,For Rent,4,20
8420,House,230000,F-10,Pune,7,For Rent,6,48
8421,Upper Portion,70000,I-8,Pune,4,For Rent,4,12
8426,House,16000,Ghauri Town,Pune,2,For Rent,2,5
8430,Flat,40000,E-11,Pune,2,For Rent,2,4.4
8433,House,300000,F-7,Pune,6,For Rent,6,8
8436,Lower Portion,32000,FECHS,Pune,4,For Rent,3,12
8437,Lower Portion,20000,FECHS,Pune,3,For Rent,2,7
8439,House,34000,Naval Anchorage,Pune,4,For Rent,4,5
8440,House,45000,G-13,Pune,3,For Rent,3,10
8441,Lower Portion,24000,G-11,Pune,1,For Rent,3,4
8442,House,18000000,Rachna Town,Chandigarh,7,For Sale,6,9
8443,House,6500000,Shalimar Park,Chandigarh,3,For Sale,3,4.2
8444,House,8500000,Steam Power Station Colony,Chandigarh,3,For Sale,5,5
8447,House,5000000,Nemat Colony No 1,Chandigarh,3,For Sale,3,2.5
8448,House,13500000,Sheikh Colony,Chandigarh,5,For Sale,4,5
8449,House,24500000,Bahria Town Delhi,Delhi,6,For Sale,4,10
8451,Farm House,26000000,Girja Road,Delhi,3,For Sale,3,80
8453,House,15500000,Satellite Town,Delhi,4,For Sale,5,5
8454,House,3000000,Adiala Road,Delhi,2,For Sale,2,3
8455,House,25000000,Satellite Town,Delhi,5,For Sale,6,6
8457,House,42500000,Bahria Town Delhi,Delhi,7,For Sale,6,20
8458,House,5200000,Al-Haram City - Phase 2,Delhi,4,For Sale,4,5
8459,House,8000000,Gulshan-e-Saeed,Delhi,6,For Sale,4,6
8460,House,7500000,KRL Road,Delhi,6,For Sale,4,5
8461,House,27500000,Harley Street,Delhi,5,For Sale,5,24
8462,House,21500000,Bahria Town Delhi,Delhi,6,For Sale,6,10
8464,House,9500000,Bahria Town Delhi,Delhi,4,For Sale,4,8
8465,House,32500000,Askari 14,Delhi,5,For Sale,4,18
8466,House,24000000,Bahria Town Delhi,Delhi,5,For Sale,5,10
8467,Flat,5500000,Bahria Town Delhi,Delhi,2,For Sale,2,4.2
8468,Flat,3150000,Bahria Town Delhi,Delhi,1,For Sale,1,2.7
8469,Flat,4500000,Bahria Town Delhi,Delhi,1,For Sale,1,3
8470,Flat,10500000,Bahria Town Delhi,Delhi,3,For Sale,2,5.8
8472,Flat,7800000,Bahria Town Delhi,Delhi,2,For Sale,1,3.6
8473,House,13000000,Bahria Town Delhi,Delhi,6,For Sale,5,7
8476,House,25000,Chanman Abad,Delhi,5,For Rent,6,4
8477,Lower Portion,16000,Misryal Road,Delhi,2,For Rent,2,4
8478,House,45000,Bahria Town Delhi,Delhi,6,For Rent,5,10
8480,House,30000,Magistrate Colony,Delhi,2,For Rent,3,6
8481,House,50000,Askari 14,Delhi,4,For Rent,3,10
8483,Upper Portion,28000,Bahria Town Delhi,Delhi,3,For Rent,3,8.5
8484,House,70000,Bahria Town Delhi,Delhi,4,For Rent,3,12
8486,House,16000,Dhok Kashmirian,Delhi,2,For Rent,2,4
8487,Flat,16000,Bahria Town Delhi,Delhi,1,For Rent,1,1.3
8488,House,25000000,DHA Defence,Hyderabad,5,For Sale,4,16
8490,House,6000000,Mughalpura,Hyderabad,3,For Sale,3,2.5
8491,House,7500000,Main Canal Bank Road,Hyderabad,4,For Sale,4,6
8494,House,39000000,DHA Defence,Hyderabad,6,For Sale,5,20
8495,House,20000000,Sher Shah Road,Hyderabad,4,For Sale,5,5.8
8498,House,6000000,Daroghewala,Hyderabad,2,For Sale,3,4
8499,House,14500000,Gulshan-e-Ravi,Hyderabad,3,For Sale,3,4.2
8500,House,8000000,Daroghewala,Hyderabad,3,For Sale,3,4
8501,House,26500000,DHA Defence,Hyderabad,4,For Sale,3,10
8502,House,2700000,Harbanspura,Hyderabad,2,For Sale,3,1.5
8503,House,28000000,DHA Defence,Hyderabad,5,For Sale,4,10
8504,House,21800000,DHA Defence,Hyderabad,5,For Sale,4,10
8505,House,24000000,DHA Defence,Hyderabad,5,For Sale,4,10
8507,House,5400000,GT Road,Hyderabad,3,For Sale,3,3
8508,House,11000000,State Life Housing Society,Hyderabad,4,For Sale,3,5
8509,House,10800000,Sant Nagar,Hyderabad,6,For Sale,4,4
8510,House,6100000,Al Rehman Garden,Hyderabad,4,For Sale,3,5
8512,House,12500000,Punjab Govt Employees Society,Hyderabad,4,For Sale,4,5
8513,House,15000000,Walton Road,Hyderabad,3,For Sale,4,6
8514,House,18000000,Bahria Town,Hyderabad,7,For Sale,5,10
8515,House,21000000,Bahria Orchard,Hyderabad,4,For Sale,4,20
8516,Flat,6500000,Baghbanpura,Hyderabad,4,For Sale,4,4
8517,House,23000000,DHA Defence,Hyderabad,5,For Sale,4,10
8518,House,27000000,DHA Defence,Hyderabad,5,For Sale,4,10
8519,House,8500000,Mehar Fayaz Colony,Hyderabad,5,For Sale,5,5
8520,House,16500000,Bahria Town,Hyderabad,4,For Sale,3,5.3
8521,House,30000000,Ittifaq Town,Hyderabad,4,For Sale,5,10
8523,House,19000000,Bahria Town,Hyderabad,7,For Sale,5,10
8525,House,20000000,Mansoorah,Hyderabad,6,For Sale,6,9
8526,House,18000000,Bahria Town,Hyderabad,7,For Sale,5,10
8528,House,19000000,Marghzar Officers Colony,Hyderabad,6,For Sale,5,10.5
8531,House,19000000,Jaranwala Road,Hyderabad,3,For Sale,2,10
8533,House,23200000,Nasheman-e-Iqbal,Hyderabad,6,For Sale,5,20
8534,House,4400000,Al Rehman Garden,Hyderabad,3,For Sale,3,3
8535,House,5000000,Highcourt Society,Hyderabad,2,For Sale,1,4
8537,House,12200000,State Life Housing Society,Hyderabad,4,For Sale,3,5
8538,House,6400000,Shadbagh,Hyderabad,3,For Sale,3,2.5
8540,House,2450000,Sabzazar Scheme,Hyderabad,2,For Sale,2,2
8541,House,13000000,Gulshan-e-Hyderabad,Hyderabad,6,For Sale,4,5
8542,House,22500000,Mustafa Town,Hyderabad,4,For Sale,3,10
8543,House,40000000,Allama Iqbal Town,Hyderabad,4,For Sale,4,20
8544,House,19600000,Wapda Town,Hyderabad,7,For Sale,6,10
8545,House,15000000,Gulshan Park,Hyderabad,7,For Sale,5,6
8546,House,7500000,Sabzazar Scheme,Hyderabad,4,For Sale,3,3
8547,House,11000000,Gulberg,Hyderabad,4,For Sale,3,4.5
8549,House,31000000,Al Noor Town,Hyderabad,4,For Sale,5,20
8550,House,21000000,State Life Housing Society,Hyderabad,5,For Sale,4,10
8551,House,6500000,Garhi Shahu,Hyderabad,3,For Sale,3,2.1
8552,House,4500000,Mohlanwal Road,Hyderabad,4,For Sale,5,4
8553,House,4000000,Gajju Matah,Hyderabad,3,For Sale,3,2.5
8554,House,14400000,Wapda Town,Hyderabad,2,For Sale,2,10
8555,House,33000000,Canal View,Hyderabad,7,For Sale,6,20
8557,Flat,2225000,Johar Town,Hyderabad,1,For Sale,1,1.6
8558,House,11500000,Shera Kot,Hyderabad,6,For Sale,6,10
8559,House,16500000,Begampura,Hyderabad,5,For Sale,5,6
8561,House,4500000,Ghous Garden,Hyderabad,3,For Sale,3,3
